ridge_density,ridge_thickness,ridge_ratio,minutiae_points,label
0.1555,39.643147786458336,0.1554633246527778,12001,0
0.2007,51.18416666666667,0.2007222222222222,11631,0
0.2709,69.07890926640927,0.2708976833976834,23734,0
0.2872,73.23096645752896,0.2871802606177606,19728,0
0.1694,43.189425998263886,0.1693702980324074,11785,0
0.2526,64.41248828491096,0.2525979932741606,20752,0
0.291,74.2170608108108,0.2910472972972973,22286,0
0.2406,61.35430230034722,0.2406051070601851,16288,0
0.2458,62.690063947876446,0.245843388030888,16781,0
0.2136,54.46695963541666,0.2135959201388889,16240,0
0.183,46.65410834942085,0.1829572876447876,20033,0
0.2202,56.14456419868791,0.220174761563482,16181,0
0.1656,42.23283663127413,0.1656189671814671,15650,0
0.2291,58.40967666354264,0.2290575555433044,19093,0
0.1786,45.53417591698842,0.1785653957528957,15133,0
0.1691,43.127170138888886,0.1691261574074074,13076,0
0.3282,83.70264237451738,0.3282456563706564,23015,0
0.2337,59.58116319444444,0.2336516203703703,16510,0
0.1789,45.62201605902778,0.1789098668981481,12970,0
0.1687,43.01566666666667,0.1686888888888889,10119,0
0.1634405935617053,34487.0,0.1953715869760287,26117,0
0.2332,59.47733333333333,0.2332444444444444,11848,0
0.1705,43.46968508687259,0.1704693532818532,16473,0
0.1929,49.19596354166666,0.1929253472222222,14659,0
0.2086,53.201090494791664,0.2086317274305555,15388,0
0.2483,63.31925675675676,0.2483108108108108,21848,0
0.2492,63.55318650421743,0.2492281823694801,18391,0
0.2108,53.742911438223935,0.2107565154440154,18551,0
0.282,71.90950772200772,0.2819980694980695,25186,0
0.1848,47.112542229729726,0.1847550675675675,17477,0
0.1342,34.210402999062794,0.1341584431335795,10041,0
0.1838,46.867941602316606,0.1837958494208494,16579,0
0.2784,70.98033301158301,0.2783542471042471,20363,0
0.1904,48.5595703125,0.1904296875,15837,0
0.2353,59.9917652027027,0.2352618243243243,19840,0
0.2255,57.50117150890347,0.225494790230994,18355,0
0.1456,37.129217432052485,0.145604774243343,13536,0
0.2369,60.40712475868726,0.2368906853281853,22227,0
0.2314,59.01833333333333,0.2314444444444444,12709,0
0.2017,51.43717447916666,0.2017144097222222,15513,0
0.2415,61.577962239583336,0.2414822048611111,16482,0
0.1278,32.594401041666664,0.1278211805555555,10236,0
0.2258,57.5875,0.2258333333333333,12237,0
0.1822,46.449742268041234,0.1821558520315342,17096,0
0.2999,76.46615588803088,0.2998672779922779,22405,0
0.2123,54.130833333333335,0.2122777777777778,12338,0
0.1457,37.1503045923149,0.1456874689894702,14812,0
0.1932,49.26513671875,0.1931966145833333,14739,0
0.1525,38.879,0.1524666666666666,9174,0
0.182,46.421626054358015,0.1820455923700314,17798,0
0.2072,52.83447265625,0.2071940104166666,15332,0
0.2673,68.17127171814671,0.2673383204633204,20892,0
0.234,59.66409266409266,0.2339768339768339,20295,0
0.2181,55.60370551215278,0.2180537471064814,14758,0
0.1018359375,119638.0,0.1133822680048896,91022,1
0.2248,57.312666666666665,0.2247555555555555,12753,0
0.241,61.4635,0.2410333333333333,13203,0
0.1457,37.15916666666666,0.1457222222222222,9493,0
0.1884,48.036159939236114,0.1883770978009259,14391,0
0.2964,75.56928692084942,0.2963501447876447,24326,0
0.1552,39.56478444236176,0.1551560174210265,12907,0
0.1885,48.07074652777778,0.1885127314814814,14247,0
0.2399,61.18092422779923,0.239925193050193,21063,0
0.2819,71.88797055984556,0.28191361003861,24794,0
0.2021,51.540934244791664,0.2021213107638889,15349,0
0.1765,45.015745656370655,0.1765323359073359,14562,0
0.2456,62.628,0.2456,13079,0
0.0901,22.976218369259605,0.0901028171343513,9160,0
0.2203,56.17443767572634,0.2202919124538287,19170,0
0.2806,71.55224929709466,0.2805970560670379,22126,0
0.2596,66.20523648648648,0.2596283783783784,20853,0
0.2103,53.62291867760618,0.2102859555984556,20608,0
0.1411,35.9799671977507,0.1410979105794145,13265,0
0.1851,47.21299913194444,0.1851490162037037,14479,0
0.233,59.4235,0.2330333333333333,13026,0
0.2966,75.64466698841699,0.2966457528957529,22966,0
0.2118,54.00289575289575,0.2117760617760617,15510,0
0.2148,54.76833333333333,0.2147777777777778,10870,0
0.1914,48.80167109073359,0.1913791023166023,18840,0
0.1721,43.88115776909722,0.1720829716435185,12953,0
0.2164,55.17066666666667,0.2163555555555555,11596,0
0.1658,42.285563151041664,0.1658257378472222,13303,0
0.2225,56.73122829861112,0.2224754050925926,16173,0
0.2484,63.33726671006944,0.2483814380787037,17975,0
0.1839,46.90016666666666,0.1839222222222222,10399,0
0.2129,54.30094401041666,0.2129448784722222,16534,0
0.2463,62.81783333333333,0.2463444444444444,13620,0
0.1925,49.08989800347222,0.1925094039351851,14610,0
0.3373,86.01173383204633,0.3373009169884169,26330,0
0.1696,43.25679475164012,0.1696344892221181,16180,0
0.1123,28.624062792877226,0.1122512266387342,10523,0
0.2147,54.745666666666665,0.2146888888888889,13463,0
0.1598328394498898,36381.0,0.1902386438863104,28328,0
0.2807,71.58798865830116,0.2807372104247104,21409,0
0.2883,73.50516666666667,0.2882555555555555,14698,0
0.1616,41.20516666666666,0.1615888888888889,9794,0
0.211,53.79366666666667,0.2109555555555555,11872,0
0.2526,64.41919039575289,0.252624276061776,20785,0
0.1285,32.773256387491365,0.1285225740685936,15017,1
0.125257004636162,6141.0,0.143189621402401,4052,1
0.0788604166666666,100308.0,0.0856117503840632,76313,1
0.0789,20.10940625,0.0788604166666666,76313,1
0.2547,64.957,0.2547333333333333,12448,0
0.2184,55.69593641493056,0.2184154369212963,15851,0
0.1735,44.23394097222222,0.1734664351851851,14191,0
0.1917,48.889358108108105,0.1917229729729729,18164,0
0.0818,20.8684296875,0.0818369791666666,78839,1
