ridge_density,ridge_thickness,ridge_ratio,minutiae_points,label
0.1276,32.54366666666667,0.12762222222222222,7889,0
0.2506,63.8945,0.25056666666666666,12968,0
0.211,53.79366666666667,0.21095555555555556,11872,0
0.1822,46.461,0.1822,10962,0
0.1687,43.01566666666667,0.1686888888888889,10119,0
0.2064,52.620666666666665,0.20635555555555554,12134,0
0.2007,51.18416666666667,0.20072222222222222,11631,0
0.2123,54.130833333333335,0.2122777777777778,12338,0
0.1913,48.79,0.19133333333333333,11148,0
0.2617,66.74483333333333,0.26174444444444445,13361,0
0.2914,74.307,0.2914,15974,0
0.1616,41.20516666666666,0.1615888888888889,9794,0
0.182,46.398666666666664,0.18195555555555556,10695,0
0.2147,54.745666666666665,0.2146888888888889,13463,0
0.2071,52.819,0.20713333333333334,12784,0
0.1707,43.525666666666666,0.1706888888888889,11376,0
0.2463,62.81783333333333,0.24634444444444445,13620,0
0.1913,48.778666666666666,0.1912888888888889,11004,0
0.1786,45.531666666666666,0.17855555555555555,10517,0
0.1525,38.879,0.15246666666666667,9174,0
0.1457,37.159166666666664,0.14572222222222223,9493,0
0.239,60.955403645833336,0.2390407986111111,15962,0
0.236,60.19219292534722,0.23604781539351852,16669,0
0.2804,71.49739583333333,0.2803819444444444,19002,0
0.2723,69.44525824652777,0.2723343460648148,18539,0
0.1957,49.915364583333336,0.1957465277777778,12257,0
0.266,67.82891167534723,0.2659957320601852,18009,0
0.2375,60.570339626736114,0.23753074363425927,15785,0
0.2282,58.1884765625,0.22819010416666666,15766,0
0.2415,61.577962239583336,0.2414822048611111,16482,0
0.1925,49.08989800347222,0.19250940393518517,14610,0
0.2337,59.58116319444444,0.23365162037037038,16510,0
0.2181,55.60370551215278,0.21805374710648148,14758,0
0.1922,49.011501736111114,0.1922019675925926,13658,0
0.2159,55.05262586805556,0.21589265046296297,15576,0
0.1884,48.036159939236114,0.18837709780092593,14391,0
0.2406,61.35430230034722,0.24060510706018517,16288,0
0.1865,47.54503038194444,0.18645109953703703,14476,0
0.1771,45.149332682291664,0.1770562065972222,13572,0
0.2019,51.49712456597222,0.20194950810185186,15155,0
0.1932,49.26513671875,0.19319661458333334,14739,0
0.2031,51.79918077256944,0.20313404224537038,15887,0
0.198,50.489501953125,0.197998046875,15150,0
0.2017,51.437174479166664,0.2017144097222222,15513,0
0.1929,49.195963541666664,0.1929253472222222,14659,0
0.2076,52.94745551215278,0.20763708043981483,13605,0
0.2352,59.98467339409722,0.23523401331018517,16390,0
0.1765,45.017903645833336,0.1765407986111111,14012,0
0.1694,43.189425998263886,0.1693702980324074,11785,0
0.2289,58.379855685763886,0.2289406105324074,16049,0
0.2186,55.75127495659722,0.21863245081018517,15033,0
0.2108,53.752170138888886,0.21079282407407407,14862,0
0.2141,54.605305989583336,0.2141384548611111,14650,0
0.2021,51.540934244791664,0.2021213107638889,15349,0
0.209,53.29332139756944,0.20899341724537038,15822,0
0.1861,47.45049370659722,0.18608036747685186,14182,0
0.1919,48.940022786458336,0.1919216579861111,14397,0
0.1904,48.5595703125,0.1904296875,15837,0
0.2027,51.697726779513886,0.20273618344907407,15438,0
0.2026,51.656222873263886,0.2025734230324074,15559,0
0.1951,49.737820095486114,0.19505027488425927,15561,0
0.168,42.838948567708336,0.1679958767361111,12725,0
0.2086,53.201090494791664,0.20863172743055555,15388,0
0.2129,54.300944010416664,0.2129448784722222,16534,0
0.2146,54.72059461805556,0.21459056712962962,15709,0
0.2186,55.74205186631944,0.2185962818287037,15397,0
0.1851,47.21299913194444,0.1851490162037037,14479,0
0.1885,48.07074652777778,0.18851273148148148,14247,0
0.202,51.50634765625,0.20198567708333334,14780,0
0.2184,55.69593641493056,0.2184154369212963,15851,0
0.2152,54.88661024305556,0.2152416087962963,14990,0
0.2387,60.86778428819444,0.23869719328703703,17068,0
0.2225,56.731228298611114,0.2224754050925926,16173,0
0.2484,63.33726671006944,0.2483814380787037,17975,0
0.2072,52.83447265625,0.20719401041666666,15332,0
0.1883,48.026936848958336,0.18834092881944445,13099,0
0.1942,49.521077473958336,0.19420030381944445,14775,0
0.209,53.30254448784722,0.20902958622685186,15677,0
